Ser No.,Al,Ti,V,Cr,Mn,Fe,Ni,Cu,Nb,Mo,Tot Vol Frac BCC,Tot Vol Frac FCC,Tot Vol Frac BCC+FCC,Tot Vol Frac Other,Liquidus,Term. Temp,Solidifcation Range
1,0.0001,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,0.5417386496860797,0.161854049107264,0.7035926987933436,0.29640730120665637,1616.61,827.4,789.2099999999999
2,1.25,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,0.59861662181909,0.140155261677269,0.738771883496359,0.261228116503641,1613.62,827.38,786.2399999999999
3,2.5,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,0.6844411546133998,0.152522539283933,0.8369636938973328,0.16303630610266717,1610.22,828.66,781.5600000000001
4,3.75,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,0.7138142040358227,0.133391558743571,0.8472057627793937,0.15279423722060625,1606.43,816.06,790.3700000000001
5,5.0,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,0.7271801601811075,0.116059048740375,0.8432392089214825,0.15676079107851748,1602.27,793.04,809.23
6,6.25,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,0.517630108695665,0.149618848268087,0.667248956963752,0.33275104303624803,1598.64,711.496,887.1440000000001
7,7.5,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,0.7746585442433209,0.0933824018332587,0.8680409460765797,0.13195905392342033,1592.77,766.64,826.13
8,8.75,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,0.6639796630671829,0.108277397797284,0.7722570608644669,0.22774293913553312,1587.85,738.88,848.9699999999999
9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.749087364807621,0.0841175384032676,0.8332049032108886,0.16679509678911142,1582.48,746.15,836.33
10,11.25,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,0.723413395589917,0.0775093857919604,0.8009227813818774,0.19907721861812255,1577.66,703.997,873.6630000000001
11,12.5,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,0.7688025900877669,0.0649868758212536,0.8337894659090205,0.16621053409097952,1570.96,712.465,858.495
12,13.75,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,0.8523007616766292,0.044632293910643,0.8969330555872722,0.10306694441272779,1564.83,746.13,818.6999999999999
13,15.0,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,0.8680934636351126,0.0357969546253274,0.90389041826044,0.09610958173955997,1558.46,745.02,813.44
14,16.25,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,0.885720895814333,0.020165335315697,0.90588623113003,0.09411376886997003,1551.83,756.41,795.42
15,17.5,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,0.8964449370577412,0.0056016708011661,0.9020466078589073,0.09795339214109267,1544.94,758.63,786.3100000000001
16,18.75,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,0.9129646878356016,0.0,0.9129646878356016,0.08703531216439842,1538.58,722.151,816.429
17,20.0,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,0.9060494565136868,0.0,0.9060494565136868,0.09395054348631315,1530.34,729.79,800.55
18,21.25,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,0.9088509305059865,0.0,0.9088509305059865,0.09114906949401347,1522.62,778.34,744.2799999999999
19,22.5,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,0.9105056576381843,0.0,0.9105056576381843,0.08949434236181575,1514.59,775.98,738.6099999999999
20,23.75,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,0.9125288510368091,0.0,0.9125288510368091,0.08747114896319086,1506.27,804.81,701.46
21,25.0,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,0.9147004468481987,0.0,0.9147004468481987,0.08529955315180127,1497.65,823.4,674.2500000000001
22,26.25,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,0.9165930479759512,0.0,0.9165930479759512,0.0834069520240488,1488.71,840.11,648.6
23,27.5,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,0.9177415252621238,0.0,0.9177415252621238,0.08225847473787617,1479.49,853.1,626.39
24,28.75,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,0.911049468936433,0.0,0.911049468936433,0.08895053106356698,1469.97,861.05,608.9200000000001
25,30.0,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,0.912930595891095,0.0,0.912930595891095,0.08706940410890496,1460.17,867.88,592.2900000000001
26,31.25,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,0.915205359089567,0.0,0.915205359089567,0.08479464091043298,1450.1,870.08,580.0199999999999
27,32.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,0.914272434882425,0.0,0.914272434882425,0.08572756511757496,1439.76,870.48,569.28
28,33.75,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,0.91672965031812,0.0,0.91672965031812,0.08327034968187996,1429.19,866.88,562.3100000000001
29,35.0,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,0.915353872482613,0.0,0.915353872482613,0.08464612751738698,1419.19,862.89,556.3000000000001
30,36.25,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,0.915902673447491,0.0,0.915902673447491,0.08409732655250901,1407.37,860.36,547.0099999999999
31,37.5,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,0.913549572814134,0.0,0.913549572814134,0.08645042718586604,1396.16,862.8,533.3600000000001
32,38.75,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,0.910448336092635,0.0,0.910448336092635,0.08955166390736502,1384.77,865.51,519.26
33,40.0,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,0.917988314837668,0.0,0.917988314837668,0.08201168516233204,1373.2,867.33,505.87
34,41.25,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,0.917458555907077,0.0,0.917458555907077,0.08254144409292297,1361.45,867.36,494.09000000000003
35,42.5,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,0.915180351674162,0.0,0.915180351674162,0.08481964832583799,1349.53,867.91,481.62
36,43.75,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,0.913075190407306,0.0004364456667691,0.9135116360740752,0.08648836392592485,1337.43,875.41,462.0200000000001
37,45.0,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,0.803780931968568,0.0024917580447018,0.8062726900132698,0.19372730998673016,1325.15,823.99,501.1600000000001
38,11.1111,0.0001,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,0.0,0.0,0.0,1.0,,,
39,10.97222222,1.25,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,0.7638067089743358,0.112730614323143,0.8765373232974788,0.1234626767025212,1588.14,869.38,718.7600000000001
40,10.83333333,2.5,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,0.7722861607220028,0.108721024730169,0.8810071854521718,0.11899281454782817,1586.33,847.57,738.7599999999999
41,10.69444444,3.75,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,0.7787062665223543,0.103487444414904,0.8821937109372583,0.11780628906274171,1584.79,825.84,758.9499999999999
42,10.55555556,5.0,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,0.700386787571182,0.123502364009878,0.82388915158106,0.17611084841893998,1583.55,804.78,778.77
43,10.41666667,6.25,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,0.605949035392941,0.138726038621694,0.744675074014635,0.25532492598536505,1582.67,775.74,806.9300000000001
44,10.27777778,7.5,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,0.6801989421909069,0.11444962250924,0.7946485647001469,0.2053514352998531,1582.17,717.888,864.282
45,10.13888889,8.75,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,0.7199640084721617,0.095965346765941,0.8159293552381027,0.18407064476189727,1582.1,749.39,832.7099999999999
46,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.749087364807621,0.0841175384032676,0.8332049032108886,0.16679509678911142,1582.48,746.15,836.33
47,9.861111111,11.25,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,0.749560456523539,0.0823734864353248,0.8319339429588638,0.1680660570411362,1583.31,682.633,900.6769999999999
48,9.722222222,12.5,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,0.781418840631863,0.0721433427238357,0.8535621833556987,0.14643781664430133,1584.61,683.016,901.5939999999999
49,9.583333333,13.75,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,0.7846978725171556,0.0665920688430386,0.8512899413601942,0.1487100586398058,1586.36,683.459,902.901
50,9.444444444,15.0,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,0.8132648165510057,0.0552833758483176,0.8685481923993232,0.13145180760067676,1588.51,729.31,859.2
51,9.305555556,16.25,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,0.8199065198554603,0.0420676006520434,0.8619741205075037,0.13802587949249634,1591.05,728.54,862.51
52,9.166666667,17.5,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,0.8260426990303019,0.0346973751257247,0.8607400741560266,0.1392599258439734,1593.75,724.209,869.541
53,9.027777778,18.75,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,0.8429414691117328,0.033007985836862,0.8759494549485949,0.12405054505140511,1597.08,727.48,869.5999999999999
54,8.888888889,20.0,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,0.8511565447001072,0.0262940022385977,0.8774505469387048,0.12254945306129517,1600.5,725.156,875.344
55,8.75,21.25,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,0.8503609227323023,0.0208754211669021,0.8712363438992045,0.12876365610079554,1604.11,722.805,881.305
56,8.611111111,22.5,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,0.8532441509911367,0.0158118779603056,0.8690560289514423,0.1309439710485577,1607.88,720.716,887.1640000000001
57,8.472222222,23.75,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,0.8586158256648954,0.0106556144543822,0.8692714401192776,0.1307285598807224,1611.78,719.147,892.6329999999999
58,8.333333333,25.0,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,0.8596335301119818,0.0054427669736622,0.865076297085644,0.13492370291435596,1615.76,716.587,899.173
59,8.194444444,26.25,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,0.859255347299648,0.0025696632835847,0.8618250105832327,0.1381749894167673,1619.8,711.183,908.617
60,8.055555556,27.5,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,0.854800316508894,0.0024685858199465,0.8572689023288405,0.14273109767115955,1623.85,692.101,931.7489999999999
61,7.916666667,28.75,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,0.850525270534516,0.0075516531078611,0.8580769236423771,0.1419230763576229,1627.9,683.537,944.363
62,7.777777778,30.0,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,0.841720863809,0.0013747612152849,0.8430956250242849,0.15690437497571508,1631.92,683.798,948.1220000000001
63,7.638888889,31.25,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,0.8404812049929979,0.0069097026613199,0.8473909076543178,0.1526090923456822,1635.89,683.541,952.349
64,7.5,32.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,0.8361407764256299,0.0061543777898211,0.842295154215451,0.15770484578454902,1639.78,683.517,956.2629999999999
65,7.361111111,33.75,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,0.828249110023447,0.0002588113880818,0.8285079214115288,0.17149207858847115,1643.58,683.571,960.0089999999999
66,7.222222222,35.0,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,0.824569908690896,0.0,0.824569908690896,0.17543009130910403,1647.27,683.58,963.6899999999999
67,7.083333333,36.25,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,0.82187392889778,0.0,0.82187392889778,0.17812607110222,1650.84,683.572,967.2679999999999
68,6.944444444,37.5,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,0.7227860213111356,0.0,0.7227860213111356,0.27721397868886444,1554.09,685.06,869.03
69,6.805555556,38.75,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,0.817996911730202,0.0,0.817996911730202,0.18200308826979805,1657.54,689.703,967.837
70,6.666666667,40.0,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,0.819677875168083,0.0,0.819677875168083,0.180322124831917,1660.65,707.156,953.4940000000001
71,6.527777778,41.25,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,0.824893564587674,0.0,0.824893564587674,0.17510643541232596,1663.59,743.2,920.3899999999999
72,6.388888889,42.5,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,0.828125499716571,0.0,0.828125499716571,0.171874500283429,1666.35,749.93,916.42
73,6.25,43.75,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,0.832081904604925,0.0,0.832081904604925,0.16791809539507496,1668.91,754.46,914.45
74,6.111111111,45.0,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,0.8371128429652139,0.0,0.8371128429652139,0.16288715703478607,1671.28,759.19,912.0899999999999
75,5.972222222,46.25,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,0.842159728614492,0.0,0.842159728614492,0.15784027138550805,1673.42,762.09,911.33
76,5.833333333,47.5,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,0.847525806607333,0.0,0.847525806607333,0.152474193392667,1675.34,764.56,910.78
77,5.694444444,48.75,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,0.852422905502291,0.0,0.852422905502291,0.14757709449770895,1677.87,767.54,910.3299999999999
78,5.555555556,50.0,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,0.857791234413063,0.0,0.857791234413063,0.14220876558693696,1678.5,774.94,903.56
79,5.416666667,51.25,5.416666667,5.416666667,5.416666667,5.416666667,5.416666667,5.416666667,5.416666667,5.416666667,0.8575742399772862,0.0,0.8575742399772862,0.1424257600227138,1679.72,794.7,885.02
80,5.277777778,52.5,5.277777778,5.277777778,5.277777778,5.277777778,5.277777778,5.277777778,5.277777778,5.277777778,0.8662429573926766,0.0,0.8662429573926766,0.13375704260732335,1680.54,797.19,883.3499999999999
81,5.138888889,53.75,5.138888889,5.138888889,5.138888889,5.138888889,5.138888889,5.138888889,5.138888889,5.138888889,0.8851819900540852,0.0,0.8851819900540852,0.11481800994591485,1681.39,787.06,894.3300000000002
82,5.0,55.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.8923699223577549,0.0,0.8923699223577549,0.10763007764224508,1681.82,800.15,881.67
83,4.861111111,56.25,4.861111111,4.861111111,4.861111111,4.861111111,4.861111111,4.861111111,4.861111111,4.861111111,0.8994217953504616,0.0,0.8994217953504616,0.10057820464953837,1681.99,802.26,879.73
84,4.722222222,57.5,4.722222222,4.722222222,4.722222222,4.722222222,4.722222222,4.722222222,4.722222222,4.722222222,0.906340928824914,0.0,0.906340928824914,0.09365907117508598,1681.88,804.15,877.7300000000001
85,4.583333333,58.75,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,0.9058945618088947,0.0,0.9058945618088947,0.09410543819110528,1681.35,806.72,874.6299999999999
86,4.444444444,60.0,4.444444444,4.444444444,4.444444444,4.444444444,4.444444444,4.444444444,4.444444444,4.444444444,0.9174662947689803,0.0,0.9174662947689803,0.08253370523101966,1680.77,814.53,866.24
87,4.305555556,61.25,4.305555556,4.305555556,4.305555556,4.305555556,4.305555556,4.305555556,4.305555556,4.305555556,0.9216937282000125,0.0,0.9216937282000125,0.0783062717999875,1679.77,807.96,871.81
88,4.166666667,62.5,4.166666667,4.166666667,4.166666667,4.166666667,4.166666667,4.166666667,4.166666667,4.166666667,0.926224600997059,0.0,0.926224600997059,0.07377539900294094,1678.47,809.17,869.3000000000001
89,4.027777778,63.75,4.027777778,4.027777778,4.027777778,4.027777778,4.027777778,4.027777778,4.027777778,4.027777778,0.8268651996530529,0.0,0.8268651996530529,0.17313480034694706,1579.31,808.97,770.3399999999999
90,3.888888889,65.0,3.888888889,3.888888889,3.888888889,3.888888889,3.888888889,3.888888889,3.888888889,3.888888889,0.9376791091739407,0.0,0.9376791091739407,0.062320890826059294,1674.93,810.08,864.85
91,3.75,66.25,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,0.9430145382448109,0.0,0.9430145382448109,0.05698546175518915,1672.69,810.65,862.0400000000001
92,3.611111111,67.5,3.611111111,3.611111111,3.611111111,3.611111111,3.611111111,3.611111111,3.611111111,3.611111111,0.9475869605884196,0.0,0.9475869605884196,0.052413039411580375,1670.14,811.54,858.6000000000001
93,3.472222222,68.75,3.472222222,3.472222222,3.472222222,3.472222222,3.472222222,3.472222222,3.472222222,3.472222222,0.947255442949645,0.0,0.947255442949645,0.05274455705035497,1667.28,812.46,854.8199999999999
94,3.333333333,70.0,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,0.886389306901702,0.0,0.886389306901702,0.11361069309829797,1664.11,813.57,850.5399999999998
95,11.1111,11.1111,0.0001,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,0.584336757125631,0.0977744180059869,0.6821111751316179,0.3178888248683821,1588.58,747.83,840.7499999999999
96,10.97222222,10.97222222,1.25,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,0.295662050699045,0.0975162965106962,0.3931783472097412,0.6068216527902588,1587.63,751.01,836.6200000000001
97,10.83333333,10.83333333,2.5,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,0.348201657800872,0.0950670322338938,0.44326869003476577,0.5567313099652342,1586.74,752.85,833.89
98,10.69444444,10.69444444,3.75,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,0.377372833764145,0.0916982074665206,0.46907104123066556,0.5309289587693344,1585.9,752.15,833.7500000000001
99,10.55555556,10.55555556,5.0,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,0.404230372963756,0.0887083754105125,0.49293874837426854,0.5070612516257315,1585.11,751.54,833.5699999999999
100,10.41666667,10.41666667,6.25,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,0.429808619456961,0.0857618512497206,0.5155704707066816,0.4844295292933184,1585.23,751.5,833.73
101,10.27777778,10.27777778,7.5,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,0.45482430581846,0.0831431830255515,0.5379674888440115,0.46203251115598853,1583.69,750.96,832.73
102,10.13888889,10.13888889,8.75,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,0.479418859189453,0.0810320899027595,0.5604509490922125,0.4395490509077875,1583.05,749.92,833.13
103,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.749087364807621,0.0841175384032676,0.8332049032108886,0.16679509678911142,1582.48,746.15,836.33
104,9.861111111,9.861111111,11.25,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,0.524624657870996,0.0767421092466403,0.6013667671176363,0.39863323288236374,1581.96,749.6,832.36
105,9.722222222,9.722222222,12.5,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,0.545304747291063,0.0751076815578631,0.6204124288489261,0.3795875711510739,1581.5,749.48,832.02
106,9.583333333,9.583333333,13.75,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,0.564512634431461,0.0735212685638401,0.6380339029953012,0.36196609700469884,1581.11,749.36,831.7499999999999
107,9.444444444,9.444444444,15.0,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,0.582536966457896,0.072076832913747,0.654613799371643,0.345386200628357,1580.79,749.34,831.4499999999999
108,9.305555556,9.305555556,16.25,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,0.851554957598995,0.0707555317958586,0.9223104893948536,0.0776895106051464,1580.56,749.42,831.14
