Ser No.,Al,Ti,V,Cr,Mn,Fe,Ni,Cu,Nb,Mo,Tot Vol Frac BCC,Tot Vol Frac FCC,Tot Vol Frac BCC+FCC,Tot Vol Frac Other,Liquidus,Term. Temp,Solidifcation Range
213,6.111111111,6.111111111,6.111111111,6.111111111,45.0,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,0.666210041470976,0.216981335105021,0.8831913765759969,0.11680862342400311,1258.84,775.65,483.18999999999994
214,5.972222222,5.972222222,5.972222222,5.972222222,46.25,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,0.6638273393112649,0.220903082382834,0.8847304216940989,0.11526957830590112,1251.22,775.81,475.4100000000001
215,5.833333333,5.833333333,5.833333333,5.833333333,47.5,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,0.6620198809707077,0.223833364309222,0.8858532452799297,0.1141467547200703,1244.73,776.95,467.78
216,5.694444444,5.694444444,5.694444444,5.694444444,48.75,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,0.6612070867709863,0.22655924929864,0.8877663360696263,0.1122336639303737,1239.09,777.11,461.9799999999999
217,5.555555556,5.555555556,5.555555556,5.555555556,50.0,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,0.6609883976522155,0.228107771690363,0.8890961693425785,0.11090383065742149,1234.16,778.29,455.8700000000001
218,11.1111,11.1111,11.1111,11.1111,11.1111,0.0001,11.1111,11.1111,11.1111,11.1111,0.5363544859799638,0.0604500943011034,0.5968045802810672,0.4031954197189328,1708.17,746.98,961.19
219,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,1.25,10.97222222,10.97222222,10.97222222,10.97222222,0.5295509920270837,0.0635844037848855,0.5931353958119692,0.40686460418803083,1692.68,745.67,947.0100000000001
220,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,2.5,10.83333333,10.83333333,10.83333333,10.83333333,0.523521275108752,0.0663742259335362,0.5898955010422882,0.41010449895771184,1677.11,745.18,931.93
221,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,3.75,10.69444444,10.69444444,10.69444444,10.69444444,0.518212785518794,0.0693323973772039,0.5875451828959979,0.4124548171040021,1661.33,745.06,916.27
222,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,5.0,10.55555556,10.55555556,10.55555556,10.55555556,0.514094319245783,0.0718023656040084,0.5858966848497914,0.4141033151502086,1646.55,745.17,901.38
223,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,6.25,10.41666667,10.41666667,10.41666667,10.41666667,0.5102027180026651,0.0737840025129543,0.5839867205156195,0.4160132794843805,1630.02,746.33,883.6899999999999
224,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,7.5,10.27777778,10.27777778,10.27777778,10.27777778,0.5073539374468791,0.0760056384869891,0.5833595759338681,0.4166404240661319,1614.1,746.13,867.9699999999999
225,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,8.75,10.13888889,10.13888889,10.13888889,10.13888889,0.504888498502847,0.0778819272094169,0.5827704257122639,0.4172295742877361,1598.36,746.97,851.3899999999999
226,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.749087364807621,0.0841175384032676,0.8332049032108886,0.16679509678911142,1582.48,746.15,836.33
227,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,11.25,9.861111111,9.861111111,9.861111111,9.861111111,0.50216165684789,0.0796034262721323,0.5817650831200223,0.4182349168799777,1566.55,752.67,813.88
228,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,12.5,9.722222222,9.722222222,9.722222222,9.722222222,0.501888381861327,0.0802058972603953,0.5820942791217223,0.4179057208782777,1550.43,756.19,794.24
229,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,13.75,9.583333333,9.583333333,9.583333333,9.583333333,0.765733654798822,0.0804192601439724,0.8461529149427944,0.15384708505720557,1534.6,760.47,774.1299999999999
230,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,15.0,9.444444444,9.444444444,9.444444444,9.444444444,0.758303122713642,0.0808321278972457,0.8391352506108877,0.16086474938911233,1518.58,764.54,754.04
231,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,16.25,9.305555556,9.305555556,9.305555556,9.305555556,0.750729882904001,0.0808765243405627,0.8316064072445637,0.1683935927554363,1502.54,770.65,731.89
232,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,17.5,9.166666667,9.166666667,9.166666667,9.166666667,0.505334905647336,0.0808682794458372,0.5862031850931732,0.41379681490682685,1486.47,778.8,707.6700000000001
233,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,18.75,9.027777778,9.027777778,9.027777778,9.027777778,0.73445567346094,0.0807392749233444,0.8151949483842844,0.1848050516157156,1470.39,786.07,684.32
234,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,20.0,8.888888889,8.888888889,8.888888889,8.888888889,0.726409757966759,0.0805482579064244,0.8069580158731834,0.1930419841268166,1454.28,794.78,659.5
235,8.75,8.75,8.75,8.75,8.75,21.25,8.75,8.75,8.75,8.75,0.690555621044391,0.079937483461198,0.770493104505589,0.22950689549441095,1438.16,797.64,640.5200000000001
236,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,22.5,8.611111111,8.611111111,8.611111111,8.611111111,0.652687220427745,0.0795017916162961,0.7321890120440411,0.2678109879559589,1421.89,799.6,622.2900000000001
237,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,23.75,8.472222222,8.472222222,8.472222222,8.472222222,0.424025478700373,0.0791719137326718,0.5031973924330448,0.49680260756695516,1405.91,803.92,601.9900000000001
238,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,25.0,8.333333333,8.333333333,8.333333333,8.333333333,0.589031793203599,0.0788305767227931,0.6678623699263921,0.33213763007360786,1389.8,809.19,580.6099999999999
239,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,26.25,8.194444444,8.194444444,8.194444444,8.194444444,0.55922418347086,0.0787025708193157,0.6379267542901756,0.36207324570982435,1373.73,814.31,559.4200000000001
240,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,27.5,8.055555556,8.055555556,8.055555556,8.055555556,0.541323305144593,0.0788052532654658,0.6201285584100589,0.37987144158994113,1365.8,821.17,544.63
241,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,28.75,7.916666667,7.916666667,7.916666667,7.916666667,0.536902484758235,0.0788984205131652,0.6158009052714002,0.3841990947285998,1365.3,830.76,534.54
242,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,30.0,7.777777778,7.777777778,7.777777778,7.777777778,0.535596857589115,0.0788847634587432,0.6144816210478582,0.3855183789521418,1364.71,840.75,523.96
243,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,31.25,7.638888889,7.638888889,7.638888889,7.638888889,0.536373211850653,0.0789529539735802,0.6153261658242332,0.38467383417576684,1363.52,849.6,513.92
244,7.5,7.5,7.5,7.5,7.5,32.5,7.5,7.5,7.5,7.5,0.53784855711595,0.0789824307307136,0.6168309878466636,0.38316901215333643,1361.93,858.5,503.43000000000006
245,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,33.75,7.361111111,7.361111111,7.361111111,7.361111111,0.539284809480795,0.0786844459560794,0.6179692554368744,0.3820307445631256,1359.93,866.8,493.1300000000001
246,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,35.0,7.222222222,7.222222222,7.222222222,7.222222222,0.540783721589333,0.0783489104387085,0.6191326320280415,0.3808673679719585,1281.44,874.97,406.47
247,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,36.25,7.083333333,7.083333333,7.083333333,7.083333333,0.36771611145633,0.0773216375150769,0.4450377489714069,0.5549622510285931,1256.0,880.83,375.16999999999996
248,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,37.5,6.944444444,6.944444444,6.944444444,6.944444444,0.55145982261872,0.0778390434037992,0.6292988660225192,0.37070113397748083,1351.66,888.8,462.8600000000001
249,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,38.75,6.805555556,6.805555556,6.805555556,6.805555556,0.558039725194751,0.0773799700974209,0.6354196952921719,0.3645803047078281,1347.98,895.96,452.02
250,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,40.0,6.666666667,6.666666667,6.666666667,6.666666667,0.566093976493872,0.0773879879658375,0.6434819644597095,0.3565180355402905,1344.13,901.21,442.9200000000001
251,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,41.25,6.527777778,6.527777778,6.527777778,6.527777778,0.574471349709231,0.0768400327859596,0.6513113824951906,0.3486886175048094,1340.93,908.29,432.6400000000001
252,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,42.5,6.388888889,6.388888889,6.388888889,6.388888889,0.58749699466466,0.0828501718385722,0.6703471665032322,0.32965283349676777,1335.58,933.28,402.29999999999995
253,6.25,6.25,6.25,6.25,6.25,43.75,6.25,6.25,6.25,6.25,0.598734869915488,0.0829841446850664,0.6817190146005544,0.3182809853994456,1333.18,933.42,399.7600000000001
254,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,45.0,6.111111111,6.111111111,6.111111111,6.111111111,0.608635009381917,0.0538443065896869,0.6624793159716038,0.3375206840283962,1332.66,926.8,405.8600000000001
255,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,46.25,5.972222222,5.972222222,5.972222222,5.972222222,0.625960956354954,0.0834735647398173,0.7094345210947712,0.29056547890522877,1331.93,932.79,399.1400000000001
256,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,47.5,5.833333333,5.833333333,5.833333333,5.833333333,0.640557955428471,0.0805132621238316,0.7210712175523026,0.27892878244769737,1330.98,935.24,395.74
257,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,48.75,5.694444444,5.694444444,5.694444444,5.694444444,0.652954013854449,0.0751503409697501,0.728104354824199,0.271895645175801,1329.81,930.14,399.66999999999996
258,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,50.0,5.555555556,5.555555556,5.555555556,5.555555556,0.0339294091395121,0.046904849827352,0.0808342589668641,0.9191657410331359,1228.93,926.22,302.71000000000004
259,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,0.0001,11.1111,11.1111,11.1111,0.851696254580821,0.0013711298110081,0.853067384391829,0.14693261560817095,1615.69,701.353,914.3370000000001
260,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,1.25,10.97222222,10.97222222,10.97222222,0.854076849707803,0.0010437904757489,0.8551206401835518,0.14487935981644817,1612.5,733.43,879.07
261,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,2.5,10.83333333,10.83333333,10.83333333,0.7185625683861141,0.0095346120860959,0.72809718047221,0.27190281952779005,1508.91,732.13,776.7800000000001
262,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,3.75,10.69444444,10.69444444,10.69444444,0.829439763311908,0.0357470894236432,0.8651868527355513,0.1348131472644487,1605.4,734.12,871.2800000000001
263,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,5.0,10.55555556,10.55555556,10.55555556,0.8176903140761738,0.0530387462863437,0.8707290603625175,0.12927093963748248,1601.45,736.54,864.9100000000001
264,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,6.25,10.41666667,10.41666667,10.41666667,0.8100009358637765,0.0645212106666461,0.8745221465304226,0.1254778534695774,1597.2,739.05,858.1500000000001
265,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,7.5,10.27777778,10.27777778,10.27777778,0.8006253723117472,0.0717329334750892,0.8723583057868365,0.12764169421316351,1592.64,742.61,850.0300000000001
266,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,8.75,10.13888889,10.13888889,10.13888889,0.7937556744968087,0.0766672067757155,0.8704228812725242,0.1295771187274758,1588.55,744.66,843.89
267,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.749087364807621,0.0841175384032676,0.8332049032108886,0.16679509678911142,1582.48,746.15,836.33
268,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,11.25,9.861111111,9.861111111,9.861111111,0.483012637412379,0.0784853109268058,0.5614979483391848,0.43850205166081524,1576.83,761.0,815.8299999999999
269,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,12.5,9.722222222,9.722222222,9.722222222,0.464395170707397,0.0782478817221524,0.5426430524295494,0.45735694757045064,1570.77,778.55,792.22
270,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,13.75,9.583333333,9.583333333,9.583333333,0.446382467231498,0.0791611782389933,0.5255436454704913,0.47445635452950874,1564.28,804.2,760.0799999999999
271,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,15.0,9.444444444,9.444444444,9.444444444,0.429375442214655,0.0814054136474897,0.5107808558621447,0.4892191441378553,1557.32,827.24,730.0799999999999
272,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,16.25,9.305555556,9.305555556,9.305555556,0.413391256879706,0.0853842433425469,0.4987755002222529,0.5012244997777471,1549.86,846.73,703.1299999999999
273,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,17.5,9.166666667,9.166666667,9.166666667,0.397524975055977,0.0914611188341006,0.48898609389007763,0.5110139061099224,1541.88,861.14,680.7400000000001
274,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,18.75,9.027777778,9.027777778,9.027777778,0.7378796011936879,0.0995815474460377,0.8374611486397256,0.16253885136027435,1533.34,869.24,664.0999999999999
275,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,20.0,8.888888889,8.888888889,8.888888889,0.3654621740092272,0.110192260050163,0.47565443405939023,0.5243455659406098,1524.99,873.27,651.72
276,8.75,8.75,8.75,8.75,8.75,8.75,21.25,8.75,8.75,8.75,0.707121795137131,0.123236682685467,0.8303584778225981,0.16964152217740192,1515.31,873.9,641.41
277,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,22.5,8.611111111,8.611111111,8.611111111,0.6842686262838914,0.119036225970002,0.8033048522538934,0.19669514774610664,1503.88,875.24,628.6400000000001
278,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,23.75,8.472222222,8.472222222,8.472222222,0.305181020258781,0.143897187179185,0.449078207437966,0.550921792562034,1492.99,877.42,615.57
279,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,25.0,8.333333333,8.333333333,8.333333333,0.241114473455257,0.169268431183232,0.41038290463848903,0.589617095361511,1385.58,880.73,504.8499999999999
280,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,26.25,8.194444444,8.194444444,8.194444444,0.27168430615993294,0.211631606950552,0.48331591311048494,0.5166840868895151,1468.73,883.74,584.99
281,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,27.5,8.055555556,8.055555556,8.055555556,0.5590498667722067,0.25461129960919,0.8136611663813966,0.18633883361860337,1455.49,878.76,576.73
282,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,28.75,7.916666667,7.916666667,7.916666667,0.5151775458584611,0.304463157677285,0.819640703535746,0.18035929646425397,1441.48,884.99,556.49
283,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,30.0,7.777777778,7.777777778,7.777777778,0.4582940975446483,0.358676062830982,0.8169701603756303,0.1830298396243697,1426.69,889.29,537.4000000000001
284,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,31.25,7.638888889,7.638888889,7.638888889,0.18250169746269376,0.413572767472245,0.5960744649349388,0.40392553506506124,1411.08,891.99,519.0899999999999
285,7.5,7.5,7.5,7.5,7.5,7.5,32.5,7.5,7.5,7.5,0.15415449619818,0.427938931546558,0.582093427744738,0.41790657225526195,1394.65,894.92,499.73000000000013
286,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,33.75,7.361111111,7.361111111,7.361111111,0.09482400643134883,0.528894515653121,0.6237185220844698,0.37628147791553024,1278.16,895.79,382.3700000000001
287,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,35.0,7.222222222,7.222222222,7.222222222,0.10965384748065946,0.586341056285251,0.6959949037659104,0.30400509623408956,1359.07,897.79,461.28
288,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,36.25,7.083333333,7.083333333,7.083333333,0.220862664740632,0.642661589433926,0.863524254174558,0.13647574582544197,1340.26,903.77,436.49
289,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,37.5,6.944444444,6.944444444,6.944444444,0.0752020580343262,0.689575587198194,0.7647776452325202,0.23522235476747977,1320.38,902.53,417.85000000000014
290,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,38.75,6.805555556,6.805555556,6.805555556,0.0351730946278814,0.736051648294773,0.7712247429226544,0.22877525707734558,1200.71,908.54,292.1700000000001
291,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,40.0,6.666666667,6.666666667,6.666666667,0.0566271092698067,0.774111026316946,0.8307381355867527,0.1692618644132473,1277.98,912.13,365.85
292,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,41.25,6.527777778,6.527777778,6.527777778,0.0296000249022537,0.80807845653857,0.8376784814408237,0.16232151855917631,1178.31,911.95,266.3599999999999
293,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,42.5,6.388888889,6.388888889,6.388888889,0.0481890320859938,0.827556802225837,0.8757458343118308,0.12425416568816916,1231.88,913.9,317.98000000000013
294,6.25,6.25,6.25,6.25,6.25,6.25,43.75,6.25,6.25,6.25,0.0429704572663058,0.86537960120983,0.9083500584761358,0.09164994152386419,1207.77,917.17,290.6
295,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,45.0,6.111111111,6.111111111,6.111111111,0.0371702080517485,0.888340222524342,0.9255104305760905,0.0744895694239095,1182.66,921.4,261.2600000000001
296,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,46.25,5.972222222,5.972222222,5.972222222,0.0312164823723761,0.90893142796763,0.9401479103400061,0.05985208965999389,1156.74,923.81,232.93000000000006
297,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,47.5,5.833333333,5.833333333,5.833333333,0.0249526858941873,0.927972599304002,0.9529252851981893,0.04707471480181069,1139.48,927.77,211.71000000000004
298,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,48.75,5.694444444,5.694444444,5.694444444,0.0,0.0,0.0,1.0,,,
299,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,50.0,5.555555556,5.555555556,5.555555556,0.0159884392749084,0.954156667313835,0.9701451065887434,0.029854893411256578,1160.35,936.48,223.8699999999999
300,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,0.0001,11.1111,11.1111,0.6390879346022308,0.0181532310192352,0.657241165621466,0.34275883437853405,1537.96,826.78,711.1800000000001
301,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,1.25,10.97222222,10.97222222,0.6338115458590567,0.0029419817391387,0.6367535275981955,0.3632464724018045,1540.56,827.47,713.0899999999999
302,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,2.5,10.83333333,10.83333333,0.6069520229583133,0.0062788850575881,0.6132309080159014,0.3867690919840986,1543.01,820.26,722.75
303,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,3.75,10.69444444,10.69444444,0.580487008546405,0.0141856173967091,0.5946726259431141,0.4053273740568859,1547.46,801.51,745.95
304,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,5.0,10.55555556,10.55555556,0.561902854064905,0.0250572639853846,0.5869601180502896,0.4130398819497104,1553.73,782.71,771.02
305,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,6.25,10.41666667,10.41666667,0.464896046370624,0.0374769559801134,0.5023730023507373,0.49762699764926266,1482.81,768.17,714.64
306,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,7.5,10.27777778,10.27777778,0.529483435633064,0.0507966650057962,0.5802801006388602,0.41971989936113985,1567.24,759.06,808.1800000000001
307,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,8.75,10.13888889,10.13888889,0.515422249421868,0.0643184870087358,0.5797407364306038,0.42025926356939625,1574.19,754.52,819.6700000000001
308,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.749087364807621,0.0841175384032676,0.8332049032108886,0.16679509678911142,1582.48,746.15,836.33
309,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,11.25,9.861111111,9.861111111,0.492159910421095,0.0933148025271526,0.5854747129482476,0.4145252870517524,1591.2,746.92,844.2800000000001
310,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,12.5,9.722222222,9.722222222,0.482042896691026,0.107584854109504,0.58962775080053,0.41037224919947,1600.29,747.04,853.25
311,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,13.75,9.583333333,9.583333333,0.47283904560044915,0.12243409405611,0.5952731396565591,0.40472686034344085,1609.7,747.03,862.6700000000001
312,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,15.0,9.444444444,9.444444444,0.7447909946303727,0.137771577144896,0.8825625717752686,0.11743742822473136,1619.35,746.88,872.4699999999999
313,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,16.25,9.305555556,9.305555556,0.732397604458539,0.153458490468209,0.885856094926748,0.114143905073252,1629.05,746.94,882.1099999999999
314,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,17.5,9.166666667,9.166666667,0.7193640386424407,0.169578507441913,0.8889425460843536,0.11105745391564636,1639.25,746.74,892.51
315,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,18.75,9.027777778,9.027777778,0.7056766181818113,0.185815421964729,0.8914920401465403,0.10850795985345973,1649.42,747.09,902.33
316,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,20.0,8.888888889,8.888888889,0.6915590414985466,0.202464783715129,0.8940238252136756,0.10597617478632437,1659.7,746.75,912.95
