Ser No.,Al,Ti,V,Cr,Mn,Fe,Ni,Cu,Nb,Mo,Tot Vol Frac BCC,Tot Vol Frac FCC,Tot Vol Frac BCC+FCC,Tot Vol Frac Other,Liquidus,Term. Temp,Solidifcation Range
317,8.75,8.75,8.75,8.75,8.75,8.75,8.75,21.25,8.75,8.75,0.6040271462561426,0.219409545474798,0.8234366917309406,0.17656330826905942,1575.4,747.59,827.8100000000001
318,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,22.5,8.611111111,8.611111111,0.6012326591759226,0.236389347117577,0.8376220062934996,0.1623779937065004,1597.7,747.01,850.69
319,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,23.75,8.472222222,8.472222222,0.5959945343824508,0.253140817315011,0.8491353516974618,0.1508646483025382,1619.54,747.73,871.81
320,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,25.0,8.333333333,8.333333333,0.5917013526756354,0.270211231577738,0.8619125842533735,0.13808741574662653,1640.31,747.69,892.6199999999999
321,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,26.25,8.194444444,8.194444444,0.6115738920739451,0.28743382217865,0.8990077142525951,0.10099228574740493,1689.98,747.38,942.6
322,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,27.5,8.055555556,8.055555556,0.5784694875536729,0.304265459050475,0.8827349466041479,0.11726505339585214,1677.17,747.45,929.72
323,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,28.75,7.916666667,7.916666667,0.3686289702749635,0.321267162139662,0.6898961324146256,0.31010386758537445,1700.38,747.82,952.5600000000001
324,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,30.0,7.777777778,7.777777778,0.30000539768785667,0.338546774503972,0.6385521721918287,0.3614478278081713,1617.48,747.89,869.59
325,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,31.25,7.638888889,7.638888889,0.35183352362779957,0.355495081486199,0.7073286051139986,0.29267139488600136,1710.32,747.26,963.06
326,7.5,7.5,7.5,7.5,7.5,7.5,7.5,32.5,7.5,7.5,0.34284970940450965,0.372371601592338,0.7152213109968477,0.2847786890031523,1715.23,747.89,967.34
327,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,33.75,7.361111111,7.361111111,0.2966416158588045,0.389386354178147,0.6860279700369515,0.3139720299630485,1665.98,747.72,918.26
328,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,35.0,7.222222222,7.222222222,0.325506847210905,0.407463464245028,0.7329703114559329,0.26702968854406706,1724.86,748.67,976.1899999999999
329,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,36.25,7.083333333,7.083333333,0.31696314464159603,0.423886474148895,0.740849618790491,0.25915038120950895,1729.59,749.09,980.4999999999999
330,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,37.5,6.944444444,6.944444444,0.3090219757097426,0.440159109724723,0.7491810854344656,0.2508189145655344,1734.27,748.57,985.6999999999999
331,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,38.75,6.805555556,6.805555556,0.2749184425712193,0.456310906317821,0.7312293488890402,0.26877065111095977,1700.67,748.17,952.5000000000001
332,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,40.0,6.666666667,6.666666667,0.2910571672021409,0.472284158420431,0.7633413256225718,0.23665867437742816,1740.06,747.71,992.3499999999999
333,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,41.25,6.527777778,6.527777778,0.25503012830324706,0.488164727457587,0.7431948557608341,0.2568051442391659,1700.66,748.39,952.2700000000001
334,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,42.5,6.388888889,6.388888889,0.2784464704823368,0.503923862697189,0.7823703331795258,0.21762966682047424,1752.56,746.73,1005.8299999999999
335,6.25,6.25,6.25,6.25,6.25,6.25,6.25,43.75,6.25,6.25,0.2711720332161744,0.519660140527427,0.7908321737436015,0.20916782625639851,1757.05,745.9,1011.15
336,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,45.0,6.111111111,6.111111111,0.263587780024317,0.5366168678276,0.8002046478519169,0.19979535214808308,1761.52,745.15,1016.37
337,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,46.25,5.972222222,5.972222222,0.218053654521662,0.55202725772,0.7700809122416621,0.22991908775833791,1695.88,745.37,950.5100000000001
338,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,47.5,5.833333333,5.833333333,0.2109319690256121,0.566856772316998,0.7777887413426101,0.2222112586573899,1700.67,745.95,954.72
339,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,48.75,5.694444444,5.694444444,0.2414800577247905,0.581360947996711,0.8228410057215015,0.17715899427849846,1774.86,744.37,1030.4899999999998
340,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,50.0,5.555555556,5.555555556,0.196016777880433,0.597761301862728,0.7937780797431611,0.20622192025683894,1700.67,741.25,959.4200000000001
341,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,0.0001,11.1111,0.881834653454051,0.0889692947029594,0.9708039481570104,0.029196051842989568,1533.37,748.77,784.5999999999999
342,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,1.25,10.97222222,0.871645431121803,0.0874991833069611,0.9591446144287641,0.040855385571235914,1537.28,749.34,787.9399999999999
343,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,2.5,10.83333333,0.408444614172048,0.086776946461993,0.495221560634041,0.504778439365959,1442.67,749.31,693.3600000000001
344,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,3.75,10.69444444,0.536518501313692,0.0853496755468779,0.6218681768605699,0.37813182313943006,1548.74,749.19,799.55
345,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,5.0,10.55555556,0.531685598221156,0.0841708145676956,0.6158564127888516,0.3841435872111484,1556.08,749.08,806.9999999999999
346,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,6.25,10.41666667,0.526013544129684,0.0826878308093331,0.6087013749390171,0.3912986250609829,1562.04,749.91,812.13
347,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,7.5,10.27777778,0.432121889936775,0.0812608163952269,0.5133827063320019,0.4866172936679981,1479.76,750.72,729.04
348,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,8.75,10.13888889,0.511369903069586,0.0801999047736252,0.5915698078432111,0.4084301921567889,1575.68,749.29,826.3900000000001
349,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.749087364807621,0.0841175384032676,0.8332049032108886,0.16679509678911142,1582.48,746.15,836.33
350,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,11.25,9.861111111,0.493418599565393,0.0776650675744557,0.5710836671398487,0.4289163328601513,1589.25,749.11,840.14
351,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,12.5,9.722222222,0.483971541035114,0.0763051033622162,0.5602766443973302,0.43972335560266984,1595.98,749.2,846.78
352,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,13.75,9.583333333,0.475162233694387,0.0749692272931686,0.5501314609875556,0.4498685390124444,1602.69,749.11,853.58
353,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,15.0,9.444444444,0.467426119262825,0.0736706315432675,0.5410967508060925,0.45890324919390746,1609.39,748.8,860.5900000000001
354,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,16.25,9.305555556,0.461323746752937,0.0727758260826571,0.5340995728355942,0.46590042716440583,1615.97,747.06,868.9100000000001
355,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,17.5,9.166666667,0.7028083289366197,0.0713116324001604,0.7741199613367801,0.22588003866321993,1622.79,747.12,875.67
356,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,18.75,9.027777778,0.453328151385946,0.0702459929753229,0.5235741443612689,0.4764258556387311,1629.51,746.97,882.54
357,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,20.0,8.888888889,0.451825813782717,0.0691354027791599,0.5209612165618769,0.4790387834381231,1636.27,746.88,889.39
358,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,21.25,8.75,0.6783651371802855,0.0679333264779831,0.7462984636582686,0.2537015363417314,1643.08,745.88,897.1999999999999
359,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,22.5,8.611111111,0.6734843662749216,0.0665868721569969,0.7400712384319185,0.25992876156808153,1649.94,746.47,903.47
360,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,23.75,8.472222222,0.6713252468995149,0.0654850360729444,0.7368102829724593,0.2631897170275407,1656.88,745.86,911.0200000000001
361,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,25.0,8.333333333,0.6700932477875419,0.0644273002153999,0.7345205480029418,0.26547945199705825,1663.89,745.53,918.3600000000001
362,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,26.25,8.194444444,0.6692643774698609,0.06350133028739,0.7327657077572509,0.2672342922427491,1670.87,745.74,925.1299999999999
363,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,27.5,8.055555556,0.557910862752775,0.0622236044154343,0.6201344671682093,0.3798655328317907,1578.99,747.39,831.6
364,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,28.75,7.916666667,0.66929267466259,0.0619888656481206,0.7312815403107106,0.2687184596892894,1685.53,747.87,937.66
365,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,30.0,7.777777778,0.6713524809743,0.0608793780955533,0.7322318590698533,0.26776814093014667,1692.98,749.57,943.41
366,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,31.25,7.638888889,0.55734979517611,0.0595748300464076,0.6169246252225177,0.3830753747774823,1600.44,750.84,849.6
367,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,32.5,7.5,0.503253789374348,0.0583108277620783,0.5615646171364262,0.43843538286357375,1708.26,752.78,955.48
368,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,33.75,7.361111111,0.512009791187731,0.0570784551925163,0.5690882463802474,0.43091175361975265,1716.97,753.7,963.27
369,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,35.0,7.222222222,0.520944988005711,0.0558660728209909,0.5768110608267019,0.42318893917329814,1724.13,754.74,969.3900000000001
370,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,36.25,7.083333333,0.530220125138137,0.0546191740938447,0.5848392992319817,0.41516070076801825,1732.31,756.62,975.6899999999999
371,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,37.5,6.944444444,0.539826911108559,0.0531240776099215,0.5929509887184805,0.4070490112815195,1740.66,759.41,981.2500000000001
372,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,38.75,6.805555556,0.549793197417428,0.0518148531143783,0.6016080505318063,0.3983919494681937,1749.19,762.15,987.0400000000001
373,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,40.0,6.666666667,0.559955368599283,0.0504194938255256,0.6103748624248085,0.38962513757519146,1757.91,766.55,991.3600000000001
374,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,41.25,6.527777778,0.570156099311312,0.0491138261387906,0.6192699254501025,0.3807300745498975,1766.82,770.18,996.64
375,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,42.5,6.388888889,0.580475180186945,0.0477053174439329,0.6281804976308779,0.3718195023691221,1775.79,774.67,1001.12
376,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,43.75,6.25,0.591075981971967,0.0464354095496796,0.6375113915216466,0.3624886084783534,1785.27,778.13,1007.14
377,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,45.0,6.111111111,0.60153878445111,0.0450312200490624,0.6465700045001723,0.3534299954998277,1794.66,782.58,1012.08
378,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,46.25,5.972222222,0.612139811642803,0.0436684105940302,0.6558082222368331,0.3441917777631669,1804.6,786.66,1017.9399999999999
379,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,47.5,5.833333333,0.622728316770908,0.0423678472186202,0.6650961639895282,0.3349038360104718,1814.61,790.46,1024.1499999999999
380,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,48.75,5.694444444,0.741384255303526,0.0410045636460156,0.7823888189495416,0.2176111810504584,1824.86,794.72,1030.1399999999999
381,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,50.0,5.555555556,0.601795693848416,0.0396615984739428,0.6414572923223588,0.3585427076776412,1739.28,798.28,941.0
382,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,0.0001,0.292439848417925,0.0692734231864227,0.3617132716043477,0.6382867283956524,1400.73,737.37,663.36
383,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,1.25,0.3272319795813551,0.0728049472477499,0.40003692682910497,0.599963073170895,1382.86,738.9,643.9599999999999
384,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,2.5,0.361950886939269,0.0752376330722165,0.4371885200114855,0.5628114799885144,1363.57,740.88,622.6899999999999
385,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,3.75,0.19056511641856388,0.0757345649795346,0.26629968139809845,0.7337003186019015,1286.44,743.34,543.1
386,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,5.0,0.3462040985741597,0.0777902552400903,0.42399435381425,0.57600564618575,1353.32,744.17,609.15
387,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,6.25,0.44538026106895,0.0783189510150224,0.5236992120839724,0.4763007879160276,1478.57,744.92,733.65
388,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,7.5,0.46622085752437,0.0787302149855248,0.5449510725098947,0.4550489274901053,1517.63,746.51,771.1200000000001
389,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,8.75,0.485479178989101,0.0792071383826092,0.5646863173717102,0.43531368262828984,1551.15,747.09,804.0600000000001
390,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.749087364807621,0.0841175384032676,0.8332049032108886,0.16679509678911142,1582.48,746.15,836.33
391,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,11.25,0.419298607568026,0.0788497521030337,0.4981483596710597,0.5018516403289404,1512.22,751.35,760.87
392,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,12.5,0.53427553225094,0.0781788270930592,0.6124543593439993,0.3875456406560007,1638.29,753.67,884.62
393,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,13.75,0.548442070350173,0.0777595818135202,0.6262016521636932,0.37379834783630683,1663.55,755.97,907.5799999999999
394,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,15.0,0.446177063453625,0.0774587505593011,0.5236358140129261,0.47636418598707386,1588.2,757.98,830.22
395,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,16.25,0.574082907463556,0.0766613947103333,0.6507443021738892,0.34925569782611077,1709.98,760.12,949.86
396,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,17.5,0.585957309027712,0.0760043460955903,0.6619616551233023,0.3380383448766977,1731.79,762.29,969.5
397,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,18.75,0.597247793799019,0.0754948638001353,0.6727426575991543,0.3272573424008457,1752.59,764.34,988.2499999999999
398,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,20.0,0.58753352242683,0.0747740107962852,0.6623075332231152,0.3376924667768848,1760.11,767.16,992.9499999999999
399,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,21.25,0.618282504120023,0.0742240163363915,0.6925065204564145,0.3074934795435855,1792.81,769.07,1023.7399999999999
400,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,22.5,0.62831703960517,0.0734317118610928,0.7017487514662628,0.2982512485337372,1810.76,771.95,1038.81
401,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,23.75,0.637975798086145,0.0724668880231227,0.7104426861092678,0.28955731389073225,1829.01,776.68,1052.33
402,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,25.0,0.647262937933919,0.0718407560732979,0.7191036940072169,0.28089630599278315,1846.78,779.81,1066.97
403,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,26.25,0.636199964070622,0.0711168723030687,0.7073168363736907,0.2926831636263093,1852.92,783.9,1069.02
404,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,27.5,0.665125541227839,0.070278260468964,0.735403801696803,0.264596198303197,1881.13,787.91,1093.2200000000003
405,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,28.75,0.673689814937227,0.0692671258447689,0.7429569407819959,0.2570430592180041,1897.78,792.84,1104.94
406,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,30.0,0.882895177012083,0.0685684482637977,0.9514636252758807,0.04853637472411931,1914.12,795.64,1118.48
407,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,31.25,0.886129004630167,0.0676265195365187,0.9537555241666856,0.04624447583331437,1930.18,799.3,1130.88
408,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,32.5,0.69759615833486,0.0667040149453398,0.7643001732801998,0.23569982671980017,1945.99,802.9,1143.0900000000001
409,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,33.75,0.705170698721886,0.065694591666884,0.7708652903887699,0.22913470961123006,1961.57,806.46,1155.11
410,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,35.0,0.0,0.0,0.0,1.0,,,
411,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,36.25,0.7769865860022589,0.0924182620367446,0.8694048480390035,0.13059515196099647,1992.07,781.55,1210.52
412,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,37.5,0.760378437977597,0.0943707651593338,0.8547492031369308,0.1452507968630692,2000.97,753.88,1247.0900000000001
413,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,38.75,0.729278484113884,0.0934681898631957,0.8227466739770797,0.17725332602292032,2000.97,760.69,1240.28
414,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,40.0,0.7012937848541313,0.0907585876581058,0.792052372512237,0.20794762748776296,2000.97,793.95,1207.02
415,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,41.25,0.6746886559352926,0.0884977345600855,0.7631863904953781,0.23681360950462194,2000.97,800.4,1200.5700000000002
416,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,42.5,0.6421060214328579,0.0889121421244329,0.7310181635572908,0.26898183644270923,2000.97,804.19,1196.78
417,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,43.75,0.6149186205459926,0.0873022942041628,0.7022209147501554,0.29777908524984464,2000.97,809.72,1191.25
418,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,45.0,0.5882376720062293,0.0856023232445091,0.6738399952507385,0.32616000474926155,2000.97,815.51,1185.46
419,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,46.25,0.5582535330761144,0.0854299555391874,0.6436834886153018,0.3563165113846982,2000.97,821.23,1179.74
420,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,47.5,0.532487683304414,0.0836351184734305,0.6161228017778445,0.3838771982221555,2000.97,827.4,1173.5700000000002
421,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,48.75,0.504648965420508,0.0832837225418534,0.5879326879623614,0.4120673120376386,2000.97,833.14,1167.83
422,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,50.0,0.480042963123719,0.0823137999308727,0.5623567630545917,0.4376432369454083,2000.97,834.88,1166.0900000000001
